id,iiif_url,width,height
56,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/13/02/46/130246865894809403778239687575833537001.jp2/info.json,8242,6565
57,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/67/08/48/67084858248066313605304482858768044307.jp2/info.json,8184,6613
58,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/13/22/23/132223956980318057843851716038597013863.jp2/info.json,8181,6592
59,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/60/65/21/60652164494644166208582151648123473660.jp2/info.json,8170,6865
60,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/12/19/93/121993266346134722787846426088417677774.jp2/info.json,8274,6588
61,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/14/54/42/14544200177074452914332657694490387323.jp2/info.json,8223,6584
62,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/14/88/88/148888260184060329352377078203913219894.jp2/info.json,8264,6597
63,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/10/99/82/109982540024676187866489973355821155039.jp2/info.json,8255,6636
64,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/90/86/15/90861515392563183216161425760543468649.jp2/info.json,8256,6602
65,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/23/48/23/2348236895501603287724785651752539641.jp2/info.json,8330,6636
66,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/17/00/11/170011556584008076099037976093069982386.jp2/info.json,8203,6545
67,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/16/37/75/163775761101071928727316256742547462321.jp2/info.json,8251,6819
68,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/28/02/17/28021772844013945632750300481185511760.jp2/info.json,8230,6570
69,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/46/53/52/46535247246413173781039117920485170736.jp2/info.json,8210,6553
70,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/24/87/47/24874792985546225781922060393600880939.jp2/info.json,8245,6569
71,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/15/15/97/151597217173089397550723647963949086641.jp2/info.json,8230,6583
72,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/11/42/25/11422528623323406070435118270057844078.jp2/info.json,8204,6587
73,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/38/28/00/38280041766760274687922870654650385555.jp2/info.json,8250,6622
74,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/85/81/63/85816378751956814850179558465495282567.jp2/info.json,8265,6604
75,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/21/35/36/21353697863825971019452518484013846741.jp2/info.json,8254,6895
76,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/75/60/21/75602152595190409140592976221025011769.jp2/info.json,8265,6572
77,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/13/70/47/13704700462753733188221990821986127925.jp2/info.json,8333,6612
78,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/93/89/23/93892391393499498844552565317490458141.jp2/info.json,8282,6615
79,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/74/11/48/7411482173349261655875382320764226548.jp2/info.json,8192,6533
80,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/79/21/94/79219427850311188236855368812913118077.jp2/info.json,8235,6571
81,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/14/51/62/145162454046258506015713353801639592399.jp2/info.json,8201,6563
82,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/47/84/06/47840605007242941296231679750377902548.jp2/info.json,8200,6586
83,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/11/07/55/11075580868259648805696767124022460288.jp2/info.json,8193,6567
84,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/11/33/58/113358668864348046497528202623860168319.jp2/info.json,8192,6558
85,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/61/28/24/61282411493819931948269014958920343812.jp2/info.json,8216,6543
86,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/16/40/79/164079710039749327635949997318147461970.jp2/info.json,8155,6504
87,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/41/26/92/41269203774360017553909061296559219633.jp2/info.json,8204,6469
88,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/84/03/02/84030221780843372358169924904304964779.jp2/info.json,8164,6545
89,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/28/47/68/28476824393960586769758391494502428684.jp2/info.json,8193,6604
90,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/14/25/51/142551739996810214201849791830339463679.jp2/info.json,8221,6554
91,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/14/34/31/143431503239196470699119787459282826544.jp2/info.json,8231,6598
92,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/14/09/07/140907507430263405012449251137688846806.jp2/info.json,8275,6573
93,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/84/45/92/84459251151150702113655970175542543582.jp2/info.json,8259,6569
94,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/10/18/28/101828485624821451737129335545738705962.jp2/info.json,8256,6600
95,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/36/51/70/36517082919046751979492730690033513802.jp2/info.json,8256,6595
96,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/88/97/31/8897315626235593377588692531976798770.jp2/info.json,8060,6484
97,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/15/21/35/152135018210363810361648368243179011203.jp2/info.json,8264,6599
98,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/95/46/91/9546910846750882182614743998566285538.jp2/info.json,8213,6559
99,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/16/37/75/163775399266083200832846434599059286920.jp2/info.json,8233,6595
100,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/11/03/90/110390499671815276365531028062313444744.jp2/info.json,8233,6565
101,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/84/40/04/84400464809726311480424091901167057865.jp2/info.json,8231,6606
102,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/10/29/37/102937356082963042313918210582156685825.jp2/info.json,8205,6558
103,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/11/61/88/116188864637076533842074743605377967256.jp2/info.json,8222,6540
104,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/11/94/15/11941502721217013649976498928979422409.jp2/info.json,8212,6555
105,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/26/17/38/26173804301509016355378504009678055607.jp2/info.json,8274,6632
106,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/15/67/98/156798607489460158973831584000664613056.jp2/info.json,8206,6539
107,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/77/71/26/77712633816950504473902879994322969321.jp2/info.json,8185,6544
108,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/11/30/70/113070674042379962546655947588124656316.jp2/info.json,8274,6612
109,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/10/15/53/101553466963639084173564237323454561629.jp2/info.json,8278,6605
110,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/44/09/57/4409577175662844984079331840747687503.jp2/info.json,8312,6605
111,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/63/89/16/63891692316773037580694571747644832031.jp2/info.json,8257,6623
112,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/14/11/90/141190366024327943181482880651595560153.jp2/info.json,8160,6621
113,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/79/72/36/79723641981881970003373263927596940886.jp2/info.json,8265,6595
114,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/13/18/43/131843887995602481538491137510624136528.jp2/info.json,8282,6607
115,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/22/06/14/22061447239963300724087873929201633430.jp2/info.json,4194,6603
116,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/39/82/34/39823442889431705269013545981495114464.jp2/info.json,8280,6601
117,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/15/58/31/155831454183058715861790640104772708094.jp2/info.json,8194,6632
118,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/15/50/14/155014490857043008545294850879540264498.jp2/info.json,8308,6623
119,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/26/69/15/26691504050276772413884640061032481545.jp2/info.json,8304,6619
120,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/10/15/28/101528088224067835182703352897649796755.jp2/info.json,8196,6606
121,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/51/57/89/515789203815110361353772796761375504.jp2/info.json,8214,6536
122,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/39/27/70/39277098807185055339162026873980322474.jp2/info.json,8118,6548
123,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/51/42/04/51420466815340413964109134382112068070.jp2/info.json,8126,6555
124,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/15/08/22/150822022210370066757147886589354827488.jp2/info.json,8218,6578
125,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/12/80/17/128017205444942080775862280816830391370.jp2/info.json,8249,6551
126,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/15/91/09/159109619988949519496733556619881227706.jp2/info.json,8218,6546
127,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/10/77/75/107775677576478196748620727811933175069.jp2/info.json,8295,6617
128,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/10/12/51/101251985161047722581921758553192295231.jp2/info.json,8277,6604
129,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/15/33/51/153351973313099462662129470956311151544.jp2/info.json,8286,6616
130,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/66/84/10/66841027409163528623912630300672889798.jp2/info.json,8276,6616
131,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/16/72/23/167223681731158940029552635466866210467.jp2/info.json,8267,6616
132,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/68/94/24/68942469191950296007514012233844650239.jp2/info.json,8162,6548
133,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/75/15/46/75154683336857825594585100929656240031.jp2/info.json,8288,6593
134,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/92/94/43/9294439631230813384259263534815708280.jp2/info.json,8178,6545
135,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/12/24/94/122494617511517194641628772651363109825.jp2/info.json,8242,6596
136,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/12/41/49/124149940173837142101911648253712136710.jp2/info.json,8258,6615
137,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/14/88/07/148807928143383146764385178739887136492.jp2/info.json,8202,6588
138,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/39/52/90/39529086834845691712718234857547037989.jp2/info.json,8219,6568
139,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/99/20/49/99204987655609620690731963450512242454.jp2/info.json,8182,6521
140,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/14/54/65/145465200568003208204931460064475130188.jp2/info.json,8267,6603
141,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/20/32/44/20324406148537668526950066448954108793.jp2/info.json,8185,6505
142,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/96/48/29/96482951596939812235912039112650549318.jp2/info.json,8270,6607
143,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/14/75/35/147535423373865563219222346156803043397.jp2/info.json,8199,6544
144,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/91/71/13/9171135022778736096521638913156772667.jp2/info.json,8192,6588
145,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/65/24/76/65247634606526035518553765828098301116.jp2/info.json,8211,6551
146,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/19/33/88/19338814932323180586703258589810763482.jp2/info.json,8207,6550
147,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/38/41/38/38413879952293667701145983364672826376.jp2/info.json,8139,6488
148,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/16/13/03/161303078937703971160571495379622292661.jp2/info.json,8132,6463
149,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/61/43/54/61435401540410348857811867320058888084.jp2/info.json,8217,6644
150,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/54/77/89/54778921638778781680027441791966213352.jp2/info.json,8235,6633
151,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/13/81/69/13816998137871579681907226691889751957.jp2/info.json,8138,6350
152,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/68/64/13/68641326826650880419381712592994198494.jp2/info.json,8188,6555
153,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/11/79/33/117933077226067191970997500809241642954.jp2/info.json,8167,6524
154,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/85/03/82/85038202597831981168916049879589143415.jp2/info.json,8170,6554
155,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/60/22/92/60229289765607268786866810032758146616.jp2/info.json,8213,6558
156,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/15/46/10/154610788903180515267674802506874393942.jp2/info.json,8213,6555
157,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/10/57/94/105794310666088268165157674155749394893.jp2/info.json,8211,6577
158,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/71/75/67/71756756063477686481673649644409119883.jp2/info.json,8198,6576
159,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/10/87/55/108755393645431774097490222192517053398.jp2/info.json,8227,6572
160,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/28/33/80/28338061919716875906488203088899657026.jp2/info.json,8238,6566
161,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/12/33/93/123393431095977239539792550136466615032.jp2/info.json,8140,6525
162,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/10/11/65/101165986243793726337957362993051447332.jp2/info.json,8191,6531
163,https://objects.library.uu.nl/fcgi-bin/iipsrv.fcgi?IIIF=/manifestation/viewer/59/23/77/592377938841861901379165953208770173.jp2/info.json,8182,6538
