uuid	thumbnail	original_url	iiif_endpoint_url	edition	sheet_id	sub_sheet_id	sub_sub_sheet_id	sheet_title	year	image_name	manual_sheet_id	manual_sub_sheet_id
37c28218-06ff-4366-843e-9570d32ddfa1	https://dlc.services/iiif-img/7/32/37c28218-06ff-4366-843e-9570d32ddfa1/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/32-Amersfoort-4.jpg	https://dlc.services/iiif-img/7/32/37c28218-06ff-4366-843e-9570d32ddfa1	1	32	4	-1	Amersfoort	-1	32-Amersfoort-4	32	4
addd88cc-dcbb-4c3b-9629-070fbd272f0b	https://dlc.services/iiif-img/7/32/addd88cc-dcbb-4c3b-9629-070fbd272f0b/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/33-Zutphen-1.jpg	https://dlc.services/iiif-img/7/32/addd88cc-dcbb-4c3b-9629-070fbd272f0b	1	33	1	-1	Zutphen	-1	33-Zutphen-1	33	1
1b291d23-89ca-4c56-8d3d-3bc2b2a35bec	https://dlc.services/iiif-img/7/32/1b291d23-89ca-4c56-8d3d-3bc2b2a35bec/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/33-Zutphen-2.jpg	https://dlc.services/iiif-img/7/32/1b291d23-89ca-4c56-8d3d-3bc2b2a35bec	1	33	2	-1	Zutphen	-1	33-Zutphen-2	33	2
a374308b-8eb9-445d-b87c-334538d6f37c	https://dlc.services/iiif-img/7/32/a374308b-8eb9-445d-b87c-334538d6f37c/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/33-Zutphen-3.jpg	https://dlc.services/iiif-img/7/32/a374308b-8eb9-445d-b87c-334538d6f37c	1	33	3	-1	Zutphen	-1	33-Zutphen-3	33	3
8edd43c4-07e3-44ec-a5b7-83d9443429b2	https://dlc.services/iiif-img/7/32/8edd43c4-07e3-44ec-a5b7-83d9443429b2/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/33-Zutphen-4.jpg	https://dlc.services/iiif-img/7/32/8edd43c4-07e3-44ec-a5b7-83d9443429b2	1	33	4	-1	Zutphen	-1	33-Zutphen-4	33	4
ffda8966-c341-435a-98b0-09d2f24e805a	https://dlc.services/iiif-img/7/32/ffda8966-c341-435a-98b0-09d2f24e805a/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/34-Groenlo-1.jpg	https://dlc.services/iiif-img/7/32/ffda8966-c341-435a-98b0-09d2f24e805a	1	34	1	-1	Groenlo	-1	34-Groenlo-1	34	1
2e19156b-9f7a-4025-82b7-127f056ea805	https://dlc.services/iiif-img/7/32/2e19156b-9f7a-4025-82b7-127f056ea805/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/34-Groenlo-2.jpg	https://dlc.services/iiif-img/7/32/2e19156b-9f7a-4025-82b7-127f056ea805	1	34	2	-1	Groenlo	-1	34-Groenlo-2	34	2
d1dca859-f21f-45e4-a7b5-293d4dd9ef5c	https://dlc.services/iiif-img/7/32/d1dca859-f21f-45e4-a7b5-293d4dd9ef5c/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/34-Groenlo-3.jpg	https://dlc.services/iiif-img/7/32/d1dca859-f21f-45e4-a7b5-293d4dd9ef5c	1	34	3	-1	Groenlo	-1	34-Groenlo-3	34	3
9cd1ecc2-3485-4ec7-b6a1-15d1b8bbc870	https://dlc.services/iiif-img/7/32/9cd1ecc2-3485-4ec7-b6a1-15d1b8bbc870/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/34-Groenlo-4.jpg	https://dlc.services/iiif-img/7/32/9cd1ecc2-3485-4ec7-b6a1-15d1b8bbc870	1	34	4	-1	Groenlo	-1	34-Groenlo-4	34	4
f6e31743-3e27-41d7-8f33-353956102b35	https://dlc.services/iiif-img/7/32/f6e31743-3e27-41d7-8f33-353956102b35/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/36-Goedereede.jpg	https://dlc.services/iiif-img/7/32/f6e31743-3e27-41d7-8f33-353956102b35	1	36	-1	-1	Goedereede	-1	36-Goedereede	36	4
fed92434-de7e-4b91-8ba9-baf66e345fca	https://dlc.services/iiif-img/7/32/fed92434-de7e-4b91-8ba9-baf66e345fca/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/37-Rotterdam-1.jpg	https://dlc.services/iiif-img/7/32/fed92434-de7e-4b91-8ba9-baf66e345fca	1	37	1	-1	Rotterdam	-1	37-Rotterdam-1	37	1
ec1ae619-b7e1-4503-9c68-8d0c63560907	https://dlc.services/iiif-img/7/32/ec1ae619-b7e1-4503-9c68-8d0c63560907/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/37-Rotterdam-2-1884.jpg	https://dlc.services/iiif-img/7/32/ec1ae619-b7e1-4503-9c68-8d0c63560907	1	37	2	-1	Rotterdam	1884	37-Rotterdam-2-1884	37	2
71c8a055-63fc-417a-a03b-03d07ba7d7e5	https://dlc.services/iiif-img/7/32/71c8a055-63fc-417a-a03b-03d07ba7d7e5/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/37-Rotterdam-3.jpg	https://dlc.services/iiif-img/7/32/71c8a055-63fc-417a-a03b-03d07ba7d7e5	1	37	3	-1	Rotterdam	-1	37-Rotterdam-3	37	3
a560ddb5-84bb-4eec-8178-f0ed454e6be7	https://dlc.services/iiif-img/7/32/a560ddb5-84bb-4eec-8178-f0ed454e6be7/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/37-Rotterdam-4.jpg	https://dlc.services/iiif-img/7/32/a560ddb5-84bb-4eec-8178-f0ed454e6be7	1	37	4	-1	Rotterdam	-1	37-Rotterdam-4	37	4
87b24927-3076-4a8e-ab18-2eb9aeded286	https://dlc.services/iiif-img/7/32/87b24927-3076-4a8e-ab18-2eb9aeded286/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/38-Gorinchem-1.jpg	https://dlc.services/iiif-img/7/32/87b24927-3076-4a8e-ab18-2eb9aeded286	1	38	1	-1	Gorinchem	-1	38-Gorinchem-1	38	1
128b1791-b6c2-4fd1-85a8-cfd446fd5c78	https://dlc.services/iiif-img/7/32/128b1791-b6c2-4fd1-85a8-cfd446fd5c78/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/38-Gorinchem-2.jpg	https://dlc.services/iiif-img/7/32/128b1791-b6c2-4fd1-85a8-cfd446fd5c78	1	38	2	-1	Gorinchem	-1	38-Gorinchem-2	38	2
156ed4c5-5293-4b24-870f-92a72b0bf6c1	https://dlc.services/iiif-img/7/32/156ed4c5-5293-4b24-870f-92a72b0bf6c1/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/38-Gorinchem-3.jpg	https://dlc.services/iiif-img/7/32/156ed4c5-5293-4b24-870f-92a72b0bf6c1	1	38	3	-1	Gorinchem	-1	38-Gorinchem-3	38	3
db3efc69-8dec-4fc0-832a-99aae6e9a97d	https://dlc.services/iiif-img/7/32/db3efc69-8dec-4fc0-832a-99aae6e9a97d/full/512,/0/default.jpg	https://webdata.tudelft.nl/staff-umbrella/digitalcollections/library/kaartenkamer/waterstaatskaart/1e/eerste-editie/38-Gorinchem-4.jpg	https://dlc.services/iiif-img/7/32/db3efc69-8dec-4fc0-832a-99aae6e9a97d	1	38	4	-1	Gorinchem	-1	38-Gorinchem-4	38	4
